title,tokens,sentences,ttr,ADJ,ADV,VERB,NOUN
Kronijk_der_stad_Purmerende,451,2,0.086,0.0,0.0,0.004434589800443459,0.0
Chronijk_van_Maestricht_tot_1719,306,2,0.06333333333333334,0.0,0.0,0.0,0.006535947712418301
